CAD #,CAD Name,ISD #,ISD Name,Market Value,Taxable Value for M&O Purposes,Taxable Value for I&S Purposes,Effective Tax Rate,Rollback Tax Rate,M&O Tax Rate,I&S Tax Rate,Total Tax Rate,Tax Levy (calculated) 
212,Smith,212-910,Winona Independent School District,610617742.00000,415167474.00000,415167474.00000,1.49890,1.49865,1.04000,0.45860,1.49860,6221708.00000
111,Hood,213-901,Glen Rose Independent School District,167086780.00000,141021457.00000,141021457.00000,0.98850,0.97510,0.82500,0.06900,0.89400,1260732.00000
213,Somervell,213-901,Glen Rose Independent School District,3052810732.00000,2538707533.00000,2538707533.00000,0.98850,0.97510,0.82500,0.06900,0.89400,22696045.00000
214,Starr,214-901,Rio Grande City Independent School District,1453133540.00000,1078612226.00000,1078612226.00000,1.49090,1.44720,1.17000,0.27720,1.44720,15609676.00000
214,Starr,214-902,San Isidro Independent School District,322137610.00000,184480231.00000,184480231.00000,1.17000,1.13000,1.17000,0.09000,1.26000,2324451.00000
214,Starr,214-903,Roma Independent School District,651103440.00000,356669155.00000,356669155.00000,1.49049,1.45909,1.17000,0.28909,1.45909,5204124.00000
215,Stephens,215-901,Breckenridge Independent School District,1563181750.00000,722684044.00000,722684044.00000,1.12039,1.12945,1.04000,0.08945,1.12945,8162355.00000
216,Sterling,216-901,Sterling City Independent School District,1317361430.00000,523889795.00000,1201867875.00000,1.23980,1.25400,1.04000,0.19980,1.23980,7849786.00000
217,Stonewall,217-901,Aspermont Consolidated Independent School District,808077652.00000,334925587.00000,334925587.00000,1.00540,1.04000,1.04000,0.17600,1.21600,4072695.00000
218,Sutton,218-901,Sonora Independent School District,1292058959.00000,610834154.00000,610834154.00000,1.11265,1.08747,1.04000,0.05000,1.09000,6658092.00000
6,Armstrong,219-901,Happy Independent School District,4095280.00000,872152.00000,872152.00000,1.17493,1.04000,1.04000,0.00000,1.04000,9070.00000
35,Castro,219-901,Happy Independent School District,23949360.00000,4701286.00000,4701286.00000,1.17493,1.04000,1.04000,0.00000,1.04000,48893.00000
188,Potter,219-901,Happy Independent School District,60938826.00000,22416622.00000,22416622.00000,1.17493,1.04000,1.04000,0.00000,1.04000,233133.00000
219,Swisher,219-901,Happy Independent School District,141408278.00000,45975067.00000,45975067.00000,1.17493,1.04000,1.04000,0.00000,1.04000,478141.00000
219,Swisher,219-903,Tulia Independent School District,365100269.00000,153762281.00000,153762281.00000,1.14039,1.16000,1.16000,0.00000,1.16000,1783642.00000
219,Swisher,219-905,Kress Independent School District,226637432.00000,97725973.00000,97725973.00000,1.03593,1.17000,1.17000,0.00000,1.17000,1143394.00000
220,Tarrant,220-901,Arlington Independent School District,24033556002.00000,21437907043.00000,21437907043.00000,1.24175,1.34816,1.04000,0.30811,1.34811,289006569.00000
220,Tarrant,220-902,Birdville Independent School District,8535723575.00000,7597547549.00000,7597547549.00000,1.44600,1.45870,1.04000,0.39500,1.43500,109024807.00000
220,Tarrant,220-904,Everman Independent School District,1260944383.00000,1087247551.00000,1087247551.00000,1.17369,1.17000,1.17000,0.34000,1.51000,16417438.00000
220,Tarrant,220-905,Fort Worth Independent School District,32362562107.00000,28501987740.00000,28501987740.00000,1.28290,1.33750,1.04000,0.28200,1.32200,376796278.00000
57,Dallas,220-906,Grapevine-Colleyville Independent School District,1281530300.00000,248356707.00000,248356707.00000,1.26725,1.32010,1.04000,0.28010,1.32010,3278557.00000
220,Tarrant,220-906,Grapevine-Colleyville Independent School District,12625799177.00000,11326523833.00000,11326523833.00000,1.26725,1.32010,1.04000,0.28010,1.32010,149521441.00000
220,Tarrant,220-907,Keller Independent School District,13991605176.00000,12808770264.00000,12808770264.00000,1.46655,1.54000,1.04000,0.50000,1.54000,197255062.00000
126,Johnson,220-908,Mansfield Independent School District,594937971.00000,479131579.00000,479131579.00000,1.46080,1.54100,1.04000,0.48710,1.52710,7316818.00000
220,Tarrant,220-908,Mansfield Independent School District,10937474362.00000,9698662966.00000,9698662966.00000,1.46080,1.54100,1.04000,0.48710,1.52710,148108282.00000
220,Tarrant,220-910,Lake Worth Independent School District,834103867.00000,749854277.00000,749854277.00000,1.56000,1.67000,1.17000,0.50000,1.67000,12522566.00000
126,Johnson,220-912,Crowley Independent School District,67900227.00000,47339189.00000,47339189.00000,1.66300,1.67000,1.17000,0.48000,1.65000,781097.00000
220,Tarrant,220-912,Crowley Independent School District,5702161408.00000,4889471126.00000,4889471126.00000,1.66300,1.67000,1.17000,0.48000,1.65000,80676274.00000
220,Tarrant,220-914,Kennedale Independent School District,1208326195.00000,1064674044.00000,1064674044.00000,1.43747,1.51472,1.17000,0.34472,1.51472,16126799.00000
184,Parker,220-915,Azle Independent School District,1063684990.00000,866851547.00000,866851547.00000,1.24863,1.04010,1.04000,0.16300,1.20300,10428224.00000
220,Tarrant,220-915,Azle Independent School District,1613154607.00000,1390700481.00000,1390700481.00000,1.24863,1.04010,1.04000,0.16300,1.20300,16730127.00000
249,Wise,220-915,Azle Independent School District,38100720.00000,31196742.00000,31196742.00000,1.24863,1.04010,1.04000,0.16300,1.20300,375297.00000
220,Tarrant,220-916,Hurst-Euless-Bedford Independent School District,10538870113.00000,9409935532.00000,9409935532.00000,1.30613,1.39210,1.04000,0.33500,1.37500,129386614.00000
220,Tarrant,220-917,Castleberry Independent School District,581998862.00000,482451833.00000,482451833.00000,1.34740,1.40190,1.17000,0.22970,1.39970,6752878.00000
220,Tarrant,220-918,Eagle Mountain-Saginaw Independent School District,7888752462.00000,6783069246.00000,6783069246.00000,1.16540,1.20540,1.17000,0.37000,1.54000,104459266.00000
220,Tarrant,220-919,Carroll Independent School District,6692878420.00000,6307884557.00000,6307884557.00000,1.42310,1.42210,1.04000,0.36000,1.40000,88310384.00000
220,Tarrant,220-920,White Settlement Independent School District,1869141427.00000,1645528395.00000,1645528395.00000,1.54000,1.54000,1.04000,0.50000,1.54000,25341137.00000
127,Jones,221-901,Abilene Independent School District,87401400.00000,69107439.00000,69107439.00000,1.13080,1.21750,1.04000,0.17750,1.21750,841383.00000
221,Taylor,221-901,Abilene Independent School District,4729029759.00000,4003427965.00000,4003427965.00000,1.13080,1.21750,1.04000,0.17750,1.21750,48741735.00000
127,Jones,221-904,Merkel Independent School District,85852060.00000,46066729.00000,46066729.00000,1.06580,1.34080,1.04000,0.27500,1.31500,605777.00000
221,Taylor,221-904,Merkel Independent School District,481539603.00000,353195081.00000,353195081.00000,1.06580,1.34080,1.04000,0.27500,1.31500,4644515.00000
76,Fisher,221-905,Trent Independent School District,39928150.00000,22979069.00000,22979069.00000,1.33240,1.08660,1.08570,0.30500,1.39070,319570.00000
127,Jones,221-905,Trent Independent School District,24109810.00000,13727608.00000,13727608.00000,1.33240,1.08660,1.08570,0.30500,1.39070,190910.00000
177,Nolan,221-905,Trent Independent School District,112006870.00000,76798410.00000,89252847.00000,1.33240,1.08660,1.08570,0.30500,1.39070,1106022.00000
221,Taylor,221-905,Trent Independent School District,84641677.00000,35862596.00000,59899613.00000,1.33240,1.08660,1.08570,0.30500,1.39070,572054.00000
200,Runnels,221-911,Jim Ned Consolidated Independent School District,43592840.00000,16045781.00000,16045781.00000,1.06340,1.11010,1.04000,0.07000,1.11000,178108.00000
221,Taylor,221-911,Jim Ned Consolidated Independent School District,737047623.00000,374198962.00000,455897782.00000,1.06340,1.11010,1.04000,0.07000,1.11000,4210798.00000
221,Taylor,221-912,Wylie Independent School District,1852897265.00000,1572280498.00000,1572280498.00000,0.99490,1.04010,1.04000,0.00000,1.04000,16351717.00000
222,Terrell,222-901,Terrell County Independent School District,735401698.00000,369068441.00000,369068441.00000,1.43120,1.37500,1.04000,0.33500,1.37500,5074691.00000
223,Terry,223-901,Brownfield Consolidated Independent School District,981542054.00000,856384265.00000,856384265.00000,1.26820,1.26173,1.17000,0.09000,1.26000,10790442.00000
251,Yoakum,223-901,Brownfield Consolidated Independent School District,43793087.00000,38273163.00000,38273163.00000,1.26820,1.26173,1.17000,0.09000,1.26000,482242.00000
223,Terry,223-902,Meadow Independent School District,108448273.00000,69036878.00000,69036878.00000,1.33939,1.30466,1.17000,0.07000,1.24000,856057.00000
83,Gaines,223-904,Wellman-Union Consolidated Independent School District,2111472.00000,1176362.00000,1176362.00000,1.16180,1.36441,1.04000,0.38100,1.42100,16716.00000
223,Terry,223-904,Wellman-Union Consolidated Independent School District,398331054.00000,331613780.00000,331613780.00000,1.16180,1.36441,1.04000,0.38100,1.42100,4712232.00000
224,Throckmorton,224-901,Throckmorton Independent School District,702549830.00000,154351508.00000,154351508.00000,1.04000,1.04000,1.04000,0.00000,1.04000,1605256.00000
215,Stephens,224-902,Woodson Independent School District,27440167.00000,4281103.00000,4281103.00000,1.26900,1.17000,1.17000,0.00000,1.17000,50089.00000
224,Throckmorton,224-902,Woodson Independent School District,128026168.00000,36287170.00000,36287170.00000,1.26900,1.17000,1.17000,0.00000,1.17000,424560.00000
252,Young,224-902,Woodson Independent School District,21836870.00000,5489714.00000,5489714.00000,1.26900,1.17000,1.17000,0.00000,1.17000,64230.00000
225,Titus,225-902,Mount Pleasant Independent School District,2011972736.00000,1541992964.00000,1541992964.00000,1.19676,1.21200,1.04000,0.17200,1.21200,18688955.00000
225,Titus,225-905,Winfield Independent School District,98203582.00000,69696400.00000,69696400.00000,1.00000,1.04000,1.04000,0.00000,1.04000,724843.00000
225,Titus,225-906,Chapel Hill Independent School District,176601002.00000,108684302.00000,108684302.00000,1.11660,1.36350,1.04000,0.10590,1.14590,1245413.00000
225,Titus,225-907,Harts Bluff Independent School District,193804615.00000,139524568.00000,139524568.00000,1.02320,1.04000,1.04000,0.00000,1.04000,1451056.00000
226,Tom Green,226-901,Christoval Independent School District,570325643.00000,212272906.00000,241132296.00000,1.39873,1.28189,1.17000,0.07600,1.24600,2666854.00000
226,Tom Green,226-903,San Angelo Independent School District,5373245114.00000,4293547999.00000,4293547999.00000,1.36000,1.28253,1.04000,0.20000,1.24000,53239995.00000
41,Coke,226-905,Water Valley Independent School District,78807950.00000,14899229.00000,14899229.00000,1.33000,1.37043,1.17000,0.19000,1.36000,202630.00000
226,Tom Green,226-905,Water Valley Independent School District,353238010.00000,107594304.00000,107594304.00000,1.33000,1.37043,1.17000,0.19000,1.36000,1463283.00000
226,Tom Green,226-906,Wall Independent School District,753001610.00000,362735952.00000,362735952.00000,1.18000,1.10181,1.04000,0.05600,1.09600,3975586.00000
226,Tom Green,226-907,Grape Creek Independent School District,386219520.00000,225975828.00000,225975828.00000,1.33000,1.35378,1.17000,0.18377,1.35377,3059193.00000
226,Tom Green,226-908,Veribest Independent School District,240515810.00000,107027266.00000,107027266.00000,1.30000,1.29002,1.17000,0.12000,1.29000,1380652.00000
227,Travis,227-901,Austin Independent School District,84066894102.00000,75819975061.00000,75819975061.00000,1.01930,1.02220,1.07900,0.14300,1.22200,926520095.00000
227,Travis,227-904,Pflugerville Independent School District,10040069939.00000,8726039848.00000,8726039848.00000,1.41000,1.54000,1.04000,0.50000,1.54000,134381014.00000
246,Williamson,227-904,Pflugerville Independent School District,10037124.00000,9340909.00000,9340909.00000,1.41000,1.54000,1.04000,0.50000,1.54000,143850.00000
227,Travis,227-907,Manor Independent School District,5961630338.00000,3789465777.00000,5100934873.00000,1.10250,1.00600,1.04000,0.47500,1.51500,63639885.00000
227,Travis,227-909,Eanes Independent School District,12448665806.00000,11220476483.00000,11220476483.00000,1.11760,1.24280,1.04000,0.17250,1.21250,136048277.00000
227,Travis,227-910,Del Valle Independent School District,4403897186.00000,3713588783.00000,3713588783.00000,1.49752,1.47000,1.04000,0.43000,1.47000,54589755.00000
227,Travis,227-912,Lago Vista Independent School District,1579607499.00000,1259922062.00000,1259922062.00000,1.32500,1.04000,1.04000,0.28000,1.32000,16630971.00000
227,Travis,227-913,Lake Travis Independent School District,9714153129.00000,7772403838.00000,7772403838.00000,1.40810,1.40750,1.04000,0.36750,1.40750,109396584.00000
113,Houston,228-901,Groveton Independent School District,45097270.00000,9779128.00000,9779128.00000,1.13520,1.04000,1.04000,0.00000,1.04000,101703.00000
228,Trinity,228-901,Groveton Independent School District,628379710.00000,233313847.00000,233313847.00000,1.13520,1.04000,1.04000,0.00000,1.04000,2426464.00000
228,Trinity,228-903,Trinity Independent School District,490998852.00000,324242540.00000,324242540.00000,1.06190,1.14270,1.04000,0.09000,1.13000,3663941.00000
236,Walker,228-903,Trinity Independent School District,80417177.00000,19906364.00000,19906364.00000,1.06190,1.14270,1.04000,0.09000,1.13000,224942.00000
228,Trinity,228-904,Centerville Independent School District,114149729.00000,29329588.00000,29329588.00000,1.17970,1.12020,1.12000,0.00000,1.12000,328491.00000
228,Trinity,228-905,Apple Springs Independent School District,134990047.00000,38246376.00000,38246376.00000,1.02050,1.04000,1.04000,0.00000,1.04000,397762.00000
3,Angelina,229-901,Colmesneil Independent School District,1274680.00000,471081.00000,471081.00000,1.18000,1.12000,1.04000,0.08000,1.12000,5276.00000
121,Jasper,229-901,Colmesneil Independent School District,10937664.00000,2900576.00000,2900576.00000,1.18000,1.12000,1.04000,0.08000,1.12000,32486.00000
229,Tyler,229-901,Colmesneil Independent School District,298312570.00000,118190039.00000,118190039.00000,1.18000,1.12000,1.04000,0.08000,1.12000,1323728.00000
121,Jasper,229-903,Woodville Independent School District,453732.00000,392136.00000,392136.00000,0.99792,1.11579,1.04000,0.07500,1.11500,4372.00000
187,Polk,229-903,Woodville Independent School District,43140117.00000,13407763.00000,13407763.00000,0.99792,1.11579,1.04000,0.07500,1.11500,149497.00000
229,Tyler,229-903,Woodville Independent School District,1130754934.00000,830127397.00000,830127397.00000,0.99792,1.11579,1.04000,0.07500,1.11500,9255920.00000
100,Hardin,229-904,Warren Independent School District,80457480.00000,56868440.00000,56868440.00000,1.32906,1.42397,1.04000,0.36000,1.40000,796158.00000
229,Tyler,229-904,Warren Independent School District,510437831.00000,282145999.00000,282145999.00000,1.32906,1.42397,1.04000,0.36000,1.40000,3950044.00000
229,Tyler,229-905,Spurger Independent School District,163360915.00000,62834269.00000,62834269.00000,1.15327,1.22199,1.04000,0.14000,1.18000,741444.00000
187,Polk,229-906,Chester Independent School District,109747955.00000,27615476.00000,27615476.00000,1.04046,1.14525,1.04000,0.05340,1.09340,301948.00000
229,Tyler,229-906,Chester Independent School District,137498707.00000,38812805.00000,38812805.00000,1.04046,1.14525,1.04000,0.05340,1.09340,424379.00000
230,Upshur,230-901,Big Sandy Independent School District,255499514.00000,166329211.00000,166329211.00000,1.23300,1.29790,1.04000,0.25080,1.29080,2146977.00000
250,Wood,230-901,Big Sandy Independent School District,64291739.00000,51032792.00000,51032792.00000,1.23300,1.29790,1.04000,0.25080,1.29080,658731.00000
32,Camp,230-902,Gilmer Independent School District,355864.00000,75706.00000,75706.00000,1.32160,1.28920,1.17000,0.01500,1.18500,897.00000
230,Upshur,230-902,Gilmer Independent School District,1209714287.00000,822665778.00000,822665778.00000,1.32160,1.28920,1.17000,0.01500,1.18500,9748589.00000
102,Harrison,230-903,Ore City Independent School District,3798870.00000,2533071.00000,2533071.00000,1.29280,1.47240,1.17000,0.16500,1.33500,33816.00000
155,Marion,230-903,Ore City Independent School District,20129770.00000,12755323.00000,12755323.00000,1.29280,1.47240,1.17000,0.16500,1.33500,170284.00000
